Epoca,Custo
703,0.0473442003131
704,0.0471559613943
705,0.046987041831
706,0.0468053929508
707,0.0466278269887
708,0.0464563369751
709,0.0462754145265
710,0.0461062267423
711,0.0459311120212
712,0.0457548052073
713,0.0455860644579
714,0.0454082377255
715,0.0452407300472
716,0.0450733080506
717,0.044896773994
718,0.0447385683656
719,0.0445616655052
720,0.0443938300014
721,0.0442290082574
722,0.0440584719181
723,0.0438984185457
724,0.043730430305
725,0.0435636416078
726,0.0434092283249
727,0.0432388670743
728,0.0430803075433
729,0.0429147742689
730,0.0427495017648
731,0.0425964146852
732,0.0424320884049
733,0.0422722920775
734,0.0421162359416
735,0.0419526994228
736,0.0418019667268
737,0.0416422002017
738,0.0414830893278
739,0.0413331612945
740,0.0411749556661
741,0.0410214476287
742,0.0408696457744
743,0.0407100319862
744,0.0405642166734
745,0.0404106862843
746,0.0402561016381
747,0.0401111245155
748,0.0399546101689
749,0.0398090556264
750,0.0396576933563
751,0.0395080074668
752,0.0393644422293
753,0.0392164848745
754,0.0390700176358
755,0.0389249548316
756,0.0387724637985
757,0.0386351533234
758,0.0384870693088
759,0.0383414104581
760,0.0382032617927
761,0.038054805249
762,0.0379175208509
763,0.0377755761147
764,0.037629365921
765,0.0374978370965
766,0.03735088557
767,0.0372154898942
768,0.0370769351721
769,0.0369351059198
770,0.0368011780083
771,0.0366628840566
772,0.0365218892694
773,0.0363902375102
774,0.0362510867417
775,0.036117233336
776,0.0359839200974
777,0.0358450040221
778,0.0357179120183
779,0.035581164062
780,0.0354466624558
781,0.0353211537004
782,0.0351826436818
783,0.0350564494729
784,0.0349264666438
785,0.034789826721
786,0.0346668250859
787,0.0345357581973
788,0.0344057157636
789,0.0342803671956
790,0.0341503582895
791,0.0340237207711
792,0.0339013114572
793,0.0337693803012
794,0.0336505547166
795,0.0335209108889
796,0.0333982780576
797,0.0332778319716
798,0.0331474468112
799,0.0330265723169
800,0.0329028107226
801,0.0327773466706
802,0.032663397491
803,0.0325390920043
804,0.0324182733893
805,0.0323005653918
806,0.0321759134531
807,0.0320566222072
808,0.0319389775395
809,0.0318202339113
810,0.0317049622536
811,0.0315860547125
812,0.031468000263
813,0.0313541665673
814,0.0312325656414
815,0.0311206337065
816,0.031006526202
817,0.0308871660382
818,0.0307787843049
819,0.0306608434767
820,0.030548369512
821,0.0304387565702
822,0.0303205437958
823,0.0302115045488
824,0.0300980452448
825,0.0299843791872
826,0.0298768337816
827,0.0297658480704
828,0.0296569410712
829,0.0295489840209
830,0.0294372290373
831,0.029330432415
832,0.0292198210955
833,0.0291094891727
834,0.029004175216
835,0.0288966950029
836,0.0287886448205
837,0.028686452657
838,0.0285786334425
839,0.0284731332213
840,0.0283688306808
841,0.0282613784075
842,0.0281597189605
843,0.0280545167625
844,0.0279485173523
845,0.0278524942696
846,0.0277462862432
847,0.0276432931423
848,0.0275421701372
849,0.0274373348802
850,0.0273404419422
851,0.0272384975106
852,0.0271349698305
853,0.0270385295153
854,0.0269374251366
855,0.0268373042345
856,0.0267407353967
857,0.0266383197159
858,0.0265432838351
859,0.0264470037073
860,0.026345571503
861,0.0262531433254
862,0.0261517055333
863,0.0260572172701
864,0.0259629841894
865,0.0258645229042
866,0.0257717128843
867,0.0256774313748
868,0.0255796015263
869,0.0254891272634
870,0.0253940820694
871,0.0252994243056
872,0.0252088569105
873,0.0251134876162
874,0.0250235237181
875,0.0249301698059
876,0.0248387400061
877,0.0247484482825
878,0.024657048285
879,0.0245653353631
880,0.0244783274829
881,0.0243860874325
882,0.024295931682
883,0.0242086742073
884,0.0241164397448
885,0.0240299049765
886,0.0239419788122
887,0.023851742968
888,0.023769993335
889,0.0236792657524
890,0.0235906150192
891,0.0235069226474
892,0.0234176702797
893,0.0233341865242
894,0.0232487414032
895,0.0231610834599
896,0.0230792872608
897,0.0229933243245
898,0.0229080878198
899,0.0228261593729
900,0.0227417238057
901,0.0226578358561
902,0.0225764550269
903,0.0224903561175
904,0.0224102474749
905,0.0223283562809
906,0.0222451090813
907,0.02216633223
908,0.0220831148326
909,0.0220026709139
910,0.0219246651977
911,0.0218419786543
912,0.0217621512711
913,0.021683037281
914,0.0216013845056
915,0.0215259399265
916,0.0214458741248
917,0.0213665664196
918,0.0212923586369
919,0.0212107058614
920,0.0211328007281
921,0.0210568644106
922,0.0209797881544
923,0.0209030136466
924,0.0208275057375
925,0.0207480881363
926,0.0206765588373
927,0.0206002797931
928,0.0205209348351
929,0.0204504206777
930,0.0203720740974
931,0.0202978737652
932,0.0202254243195
933,0.0201512686908
934,0.0200765337795
935,0.0200060140342
936,0.0199315436184
937,0.0198598857969
938,0.0197889320552
939,0.0197133477777
940,0.0196453239769
941,0.0195689834654
942,0.019497981295
943,0.0194300152361
944,0.0193579737097
945,0.0192861780524
946,0.0192174445838
947,0.0191448666155
948,0.0190774798393
949,0.0190073698759
950,0.0189358144999
951,0.0188711881638
952,0.0187993068248
953,0.0187295544893
954,0.0186656005681
955,0.0185941513628
956,0.0185277257115
957,0.0184590108693
958,0.018392181024
959,0.018326472491
960,0.0182597097009
961,0.0181912481785
962,0.0181262027472
963,0.0180591829121
964,0.0179926194251
965,0.0179307796061
966,0.0178624652326
967,0.017798576504
968,0.0177337750793
969,0.0176682956517
970,0.0176045782864
971,0.0175391882658
972,0.0174771249294
973,0.0174142383039
974,0.0173501372337
975,0.017285656184
976,0.0172259248793
977,0.0171616766602
978,0.017099250108
979,0.0170379597694
980,0.0169760100543
981,0.0169150270522
982,0.0168530121446
983,0.016790125519
984,0.0167300589383
985,0.0166678540409
986,0.0166070051491
987,0.0165488813072
988,0.0164879988879
989,0.0164272543043
990,0.0163693577051
991,0.0163071714342
992,0.0162499882281
993,0.0161916147918
994,0.0161343589425
995,0.016072332859
996,0.0160159766674
997,0.0159561280161
998,0.0159001350403
999,0.0158410891891
1000,0.0157818961889
1001,0.0157272256911
1002,0.0156679749489
1003,0.0156119372696
1004,0.0155565263703
1005,0.0154985962436
1006,0.0154429944232
1007,0.0153879132122
1008,0.0153300091624
1009,0.0152759877965
1010,0.0152187645435
1011,0.0151636246592
1012,0.0151113420725
1013,0.0150538831949
1014,0.014998617582
1015,0.0149468928576
1016,0.0148921562359
1017,0.0148367704824
1018,0.0147841246799
1019,0.0147303817794
1020,0.0146781429648
1021,0.0146232815459
1022,0.0145695032552
1023,0.0145201804116
1024,0.0144678978249
1025,0.0144122196361
1026,0.0143638383597
1027,0.0143077969551
1028,0.0142572522163
1029,0.0142062436789
1030,0.0141531499103
1031,0.0141044156626
1032,0.0140523444861
1033,0.0140002341941
1034,0.013951247558
1035,0.0139003265649
1036,0.0138495089486
1037,0.0138009693474
1038,0.0137496590614
1039,0.0136996712536
1040,0.0136530725285
1041,0.0136026563123
1042,0.0135507788509
1043,0.0135033307597
1044,0.0134541736916
1045,0.013405087404
1046,0.0133593324572
1047,0.0133086647838
1048,0.0132617475465
1049,0.0132150501013
1050,0.0131652783602
1051,0.0131180537865
1052,0.01307082735
1053,0.0130216181278
1054,0.0129764098674
1055,0.0129304286093
1056,0.0128821264952
1057,0.0128368483856
1058,0.0127895474434
1059,0.0127434311435
1060,0.0126963704824
1061,0.0126493331045
1062,0.0126055954024
1063,0.012560499832
1064,0.0125136869028
1065,0.0124707594514
1066,0.0124242929742
1067,0.0123803094029
1068,0.0123358927667
1069,0.0122904283926
1070,0.0122450962663
1071,0.0122039262205
1072,0.0121574699879
1073,0.0121138105169
1074,0.0120706558228
1075,0.0120263183489
1076,0.0119831115007
1077,0.0119393216446
1078,0.0118966251612
1079,0.0118543915451
1080,0.0118113216013
1081,0.0117680802941
1082,0.0117275994271
1083,0.0116837192327
1084,0.0116414576769
1085,0.0116009088233
1086,0.0115567846224
1087,0.0115162832662
1088,0.0114758927375
1089,0.0114341909066
1090,0.0113918427378
1091,0.0113510088995
1092,0.0113090761006
1093,0.0112705072388
1094,0.0112296584994
1095,0.0111881624907
1096,0.0111488644034
1097,0.0111074475572
1098,0.0110669359565
1099,0.0110278157517
1100,0.0109884990379
1101,0.0109480405226
1102,0.0109100621194
1103,0.0108696464449
1104,0.0108284307644
1105,0.0107930842787
1106,0.0107512529939
1107,0.0107131106779
1108,0.0106766521931
1109,0.0106365717947
1110,0.0105987135321
1111,0.0105604790151
1112,0.0105233294889
1113,0.0104831401259
1114,0.0104469675571
1115,0.0104090645909
1116,0.0103720873594
1117,0.0103343306109
1118,0.010296324268
1119,0.0102614928037
1120,0.0102230487391
1121,0.0101851569489
1122,0.0101508814842
1123,0.010113322176
1124,0.010076132603
1125,0.0100408671424
1126,0.0100049003959
1127,0.00996870733798
1128,0.00993421114981
1129,0.00989705044776
1130,0.00986287370324
1131,0.00982602406293
1132,0.0097888763994
1133,0.00975641887635
1134,0.00972061883658
1135,0.0096851233393
1136,0.00965091306716
1137,0.00961564294994
1138,0.00958012230694
1139,0.0095476238057
1140,0.00951204728335
1141,0.00947657320648
1142,0.00944455713034
1143,0.00941031519324
1144,0.00937492772937
1145,0.00934292469174
1146,0.00930815003812
1147,0.0092752315104
1148,0.00924319960177
1149,0.00920873321593
1150,0.00917644891888
1151,0.00914273411036
1152,0.00910943560302
1153,0.00907969754189
1154,0.00904453359544
1155,0.00901265628636
1156,0.00898097176105
1157,0.00894756615162
1158,0.00891550630331
1159,0.00888448394835
1160,0.00885230209678
1161,0.00881994515657
1162,0.00878834910691
1163,0.00875646062195
1164,0.00872522499412
1165,0.00869408715516
1166,0.00866173766553
1167,0.00863160006702
1168,0.00860131066293
1169,0.00856984965503
1170,0.00853871367872
1171,0.0085100280121
1172,0.00847833789885
1173,0.00844841264188
1174,0.00841724779457
1175,0.00838730949908
1176,0.00835770741105
1177,0.00832806713879
1178,0.00829805620015
1179,0.00826794281602
1180,0.00823669414967
1181,0.00820876192302
1182,0.00817878730595
1183,0.0081493081525
1184,0.00812062062323
1185,0.00809184275568
1186,0.00806244648993
1187,0.00803322158754
1188,0.00800511892885
1189,0.00797708611935
1190,0.00794759951532
1191,0.00791845284402
1192,0.00789057277143
1193,0.00786220468581
1194,0.00783405266702
1195,0.00780585408211
1196,0.00777893420309
1197,0.0077496683225
1198,0.00772254075855
1199,0.00769525906071
1200,0.00766733754426
1201,0.0076394318603
1202,0.00761204119772
1203,0.00758527498692
1204,0.00755701819435
1205,0.0075318114832
1206,0.00750497356057
1207,0.00747562479228
1208,0.00745124509558
1209,0.00742463767529
1210,0.00739709660411
1211,0.00737124076113
1212,0.00734279444441
1213,0.0073179109022
1214,0.00729138310999
1215,0.00726528372616
1216,0.0072404621169
1217,0.00721433898434
1218,0.0071880496107
1219,0.00716246524826
1220,0.00713744666427
1221,0.00711094588041
1222,0.00708618760109
1223,0.00705969054252
1224,0.00703406427056
1225,0.00700965290889
1226,0.00698522105813
1227,0.0069590145722
1228,0.0069349645637
1229,0.00690956553444
1230,0.00688473135233
1231,0.00686112930998
1232,0.00683696428314
1233,0.00681101763621
1234,0.00678688008338
1235,0.00676339259371
1236,0.00673813605681
1237,0.00671456381679
1238,0.00668968912214
1239,0.006666559726
1240,0.00664334138855
1241,0.00661819428205
1242,0.00659448374063
1243,0.00657181069255
1244,0.0065472247079
1245,0.0065248189494
1246,0.0065009878017
1247,0.0064779878594
1248,0.00645631086081
1249,0.00643255095929
1250,0.00640883948654
1251,0.00638621812686
1252,0.00636363774538
1253,0.00633985828608
1254,0.00631823251024
1255,0.00629472825676
1256,0.00627254927531
1257,0.00625117961317
1258,0.006228688173
1259,0.00620518950745
1260,0.00618424918503
1261,0.00616203341633
1262,0.00613881461322
1263,0.00611768942326
1264,0.0060955658555
1265,0.00607453053817
1266,0.0060523361899
1267,0.00602932134643
1268,0.00600833911449
1269,0.00598685350269
1270,0.00596622284502
1271,0.00594473443925
1272,0.00592380668968
1273,0.00590154156089
1274,0.00588097795844
1275,0.00586090842262
1276,0.00583885097876
1277,0.00581802800298
1278,0.00579706439748
1279,0.00577594246715
1280,0.00575582077727
1281,0.00573621783406
1282,0.00571496319026
1283,0.00569577747956
1284,0.00567419920117
1285,0.00565514573827
1286,0.00563456770033
1287,0.00561401247978
1288,0.00559305632487
1289,0.00557379145175
1290,0.00555399712175
1291,0.00553343538195
1292,0.0055144270882
1293,0.00549461459741
1294,0.00547442073002
1295,0.00545563269407
1296,0.00543643347919
1297,0.00541669968516
1298,0.00539736635983
1299,0.00537819322199
1300,0.00535871367902
1301,0.00533934077248
1302,0.00531994085759
1303,0.00530224014074
1304,0.0052826651372
1305,0.00526403868571
1306,0.00524593982846
1307,0.00522611988708
1308,0.00520761031657
1309,0.00518959201872
1310,0.00517144240439
1311,0.00515242898837
1312,0.00513395760208
1313,0.00511577166617
1314,0.00509648025036
1315,0.00507935835049
1316,0.00506085762754
1317,0.00504269078374
1318,0.00502467807382
1319,0.00500737223774
1320,0.00498888874426
1321,0.00497189816087
1322,0.00495282979682
1323,0.00493542384356
1324,0.00491872569546
1325,0.00489964010194
1326,0.00488394265994
1327,0.00486621586606
1328,0.004848677665
1329,0.00483179185539
1330,0.00481367250904
1331,0.00479647982866
1332,0.00478025199845
1333,0.00476252008229
1334,0.00474520679563
1335,0.00472928956151
1336,0.00471232365817
1337,0.00469480361789
1338,0.00467883143574
1339,0.00466176494956
1340,0.00464563071728
1341,0.00462849903852
1342,0.00461256038398
1343,0.00459555815905
1344,0.00457980344072
1345,0.00456343591213
1346,0.00454693194479
1347,0.00453136162832
1348,0.00451459595934
1349,0.00449763750657
1350,0.00448307814077
1351,0.00446651596576
1352,0.00444991514087
1353,0.0044342125766
1354,0.00441881036386
1355,0.00440355297178
1356,0.00438753282651
1357,0.00437225634232
1358,0.00435653468594
1359,0.00434100534767
1360,0.0043261074461
1361,0.00430973991752
1362,0.00429450022057
1363,0.00427967822179
1364,0.00426416750997
1365,0.00424934644252
1366,0.0042337179184
1367,0.00421855272725
1368,0.00420365249738
1369,0.00418878998607
1370,0.00417329231277
1371,0.00415979046375
1372,0.0041436329484
1373,0.00412888545543
1374,0.0041145128198
1375,0.0040995394811
1376,0.00408455124125
1377,0.00407079746947
1378,0.00405486486852
1379,0.00404173741117
1380,0.0040274458006
1381,0.00401273090392
1382,0.00399964023381
1383,0.00398464500904
1384,0.0039699357003
1385,0.00395643943921
1386,0.00394137296826
1387,0.00392776401713
1388,0.00391447823495
1389,0.00390031933784
1390,0.00388640491292
1391,0.00387189467438
1392,0.00385891413316
1393,0.00384478154592
1394,0.00383116747253
1395,0.00381735269912
1396,0.0038041092921
1397,0.00379009800963
1398,0.00377642503008
1399,0.00376302050427
1400,0.00375011190772
1401,0.00373742985539
1402,0.00372381997295
1403,0.00371039099991
1404,0.0036961901933
1405,0.00368371233344
1406,0.00367063772865
1407,0.0036576227285
1408,0.00364460609853
1409,0.00363115826622
1410,0.00361861241981
1411,0.00360582396388
1412,0.0035933747422
1413,0.00358050921932
