x,y,"f(x,y)","f*(x,y)"
42.28,-31.38,3.970990974538474,2
-13.5,-33.91,0.4406559038502149,2
46.57,36.63,3.062592646237009,2
32.36,33.16,1.6327037794359591,2
-49.86,-43.71,2.869164340861467,2
47.49,18.18,0.8496397879234527,2
27.33,28.11,2.9627825083320944,2
32.34,-18.0,3.7452079091256607,2
10.09,3.78,1.1286977885611083,2
-5.89,1.74,1.5370054125581971,2
-42.63,-13.07,3.4285325428397764,2
-46.1,-23.63,1.6915463388769545,2
9.27,5.84,2.8026150290955485,2
-2.8,43.61,1.0035309981331266,2
-28.56,-49.29,1.1797323874608687,2
1.31,29.06,2.9499279940450873,2
-7.53,-28.48,2.6572973788138317,2
8.42,18.28,-0.09180043084126055,2
-11.83,-23.85,2.2125436494324697,2
-25.2,-3.61,0.6047193238741699,2
40.18,-43.05,0.8218253592925866,2
13.67,21.33,1.7819634676694318,2
13.3,41.69,4.074707717495356,2
-8.43,45.01,1.3883130556230543,2
46.5,-24.7,0.5715330166999708,2
23.5,12.08,2.8689243962947697,2
-41.02,47.14,1.8320439329045561,2
38.48,11.49,2.4418392466258774,2
-43.12,-8.91,1.2072440406569844,2
-30.42,-3.64,1.1096932032585256,2
28.82,-12.18,2.485047053480845,2
-27.78,7.6,0.724942542035681,2
-20.93,-43.34,0.5013778920263805,2
-26.07,6.15,0.9138075312796505,2
-1.21,-35.25,4.0835597624129045,2
-2.0,12.14,2.993468984727544,2
33.63,-35.78,2.1907052033503067,2
37.17,29.71,0.9603658042014893,2
6.46,47.92,2.093575835736591,2
-22.23,8.53,2.4116446430370546,2
21.83,-32.23,1.9728777733243816,2
-16.46,-33.55,1.4438658059527065,2
30.95,-7.17,1.5126551667835895,2
-23.66,40.16,2.8290847401059906,2
-15.01,45.67,2.1431960730448067,2
4.1,13.37,3.03598266842621,2
15.82,4.14,4.003206132126976,2
-25.53,5.81,3.9032303761081883,2
41.29,5.12,2.5577435656055068,2
5.28,-10.69,2.5334826317834667,2
-20.28,45.76,0.6200893304741697,2
23.09,9.35,0.2083631119436231,2
-30.6,43.1,2.2995954176521067,2
7.38,-6.41,2.353638722802455,2
14.03,-14.74,3.201719782891603,2
-4.44,28.73,1.6175469860071021,2
-31.37,-39.75,2.1253014538886577,2
-33.98,-8.9,2.2942295294619672,2
37.97,45.63,2.7957207269345745,2
-25.64,-8.69,0.13639961452044314,2
27.5,-20.41,2.981269936551123,2
5.13,24.95,1.3198532544176313,2
30.6,47.47,0.22443425789682436,2
-4.15,-24.77,3.083506971728635,2
-14.24,-3.01,2.2366034103059107,2
27.3,22.69,0.7004433880395118,2
-25.79,-20.68,1.9436884615159735,2
7.05,-1.21,1.5903531808277764,2
11.22,2.36,2.795499190501787,2
15.92,-26.66,3.7578141140854537,2
7.8,48.0,2.920325000582297,2
-16.69,-43.15,1.805136528386847,2
-13.74,21.72,0.7444327450386607,2
-5.54,21.92,2.6239581393499263,2
-45.88,-23.53,1.9700922116221244,2
7.47,8.24,2.3547323934181223,2
-48.64,-20.95,1.6336602036304377,2
28.99,-46.4,1.9824803531694344,2
27.7,42.11,1.1090759827699976,2
-2.41,43.52,2.013071722939165,2
36.44,7.9,1.7752323666632999,2
-9.09,-12.82,0.5700749703358936,2
-3.98,16.02,0.12636578333206328,2
34.77,-6.7,3.875129080538968,2
39.55,-30.63,1.7100154958701808,2
-47.77,6.4,0.6069989852183466,2
25.85,14.68,0.6369421966856768,2
31.7,42.58,1.3529143881528394,2
-13.13,26.54,3.6223808117962903,2
-30.1,-39.38,0.16706524763873176,2
-21.04,-25.05,3.5101674149608186,2
8.05,-26.85,3.308154690498166,2
44.74,44.55,4.089346943051636,2
3.88,-10.06,1.2779671506430001,2
-42.49,22.88,2.790241657247587,2
-27.99,-19.42,2.5015621688949565,2
34.16,8.06,2.7815678842912637,2
-5.14,33.48,2.1559590036270886,2
-40.52,-40.43,3.305530061859282,2
-5.43,16.7,3.406161357147572,2
21.38,29.81,2.969918099408704,2
-4.65,32.41,2.4707641106529277,2
25.73,11.28,3.563641684964769,2
-16.39,-45.82,0.7024158186622316,2
-19.24,-0.02,1.7519020035960648,2
37.51,23.89,1.8464676746290851,2
44.69,19.5,3.803800780644501,2
-10.44,-5.1,3.7016695970737525,2
-5.26,34.48,2.201087011237346,2
-37.16,48.33,3.4277376642230113,2
-45.29,17.64,0.47971552274949647,2
32.87,-35.46,1.2939096705967739,2
-6.25,-49.94,3.577801353820064,2
12.36,-23.58,2.130226683266249,2
-27.5,41.18,1.7457490098834139,2
5.68,34.55,0.5704008360988557,2
-21.71,-8.46,2.0363613860652263,2
29.15,36.41,1.899972152061492,2
-1.05,-37.93,3.1001775576926693,2
8.91,-5.16,3.6686007672247225,2
39.36,48.64,0.9122743454710642,2
13.31,13.7,0.5808304686873309,2
31.23,-36.25,2.487021666551006,2
-18.08,-46.83,-0.025217046457557846,2
-45.18,-4.4,3.1164533779051555,2
-16.43,-42.56,1.08687882023139,2
9.41,23.78,2.5799656409305696,2
7.36,-33.59,1.7679197023896984,2
2.08,16.3,2.788829447873665,2
-24.35,-34.29,1.50563423595875,2
-41.99,7.11,0.3580205560860714,2
-37.51,37.48,4.023419220064303,2
-27.6,-7.21,1.9433473128124552,2
-14.07,49.07,3.085528907037244,2
-27.93,16.78,1.0284775607936143,2
24.34,36.84,2.4559521495937777,2
-34.91,27.49,3.4786795318685133,2
8.5,27.13,1.165273941593422,2
3.74,-34.96,-0.04504148973164934,2
3.64,-11.07,1.788189483235007,2
11.39,49.02,3.5876174581304463,2
-48.61,0.79,2.082920126814022,2
12.03,-34.03,1.871992432294958,2
39.54,24.98,0.14964100754049148,2
2.11,21.96,2.0072565306969303,2
-12.19,48.19,1.8484509720841855,2
-23.68,-22.49,0.9057922580649549,2
-35.97,49.82,1.7928027483464306,2
43.19,39.23,2.3129710607446397,2
-42.46,-20.48,0.08055218230912864,2
-44.41,-30.41,0.2346397829782907,2
39.19,45.86,3.3015085943937175,2
36.3,-11.8,1.885417045057216,2
28.44,-24.5,2.3207315750009823,2
8.76,43.68,3.3415304681139917,2
39.39,43.34,3.3847230613037125,2
7.3,43.0,2.124603567211477,2
5.8,-17.7,3.562567296747293,2
16.41,-8.33,0.7169715265379999,2
33.39,38.54,2.873241611857366,2
40.45,-38.98,1.544654958060311,2
48.75,-47.05,2.813015672289821,2
-36.94,7.71,0.37840424524090066,2
-19.05,-4.51,1.2625274236147628,2
-20.48,17.35,3.9409114572547184,2
-4.01,16.63,0.29520604422593566,2
-48.22,-1.67,2.241477793075475,2
-2.48,-23.04,1.840966111335728,2
-14.53,25.1,2.0491232288496195,2
-2.9,-30.35,2.644724971030344,2
36.26,-12.55,1.973554147074982,2
16.74,13.62,1.9801202008518128,2
-6.15,-11.57,3.9931289210597196,2
-24.26,5.53,1.8194563035810132,2
12.56,3.67,1.8028052255120188,2
23.18,14.78,3.903891475267936,2
42.75,4.21,0.4124182115730335,2
43.06,20.14,1.031905040604506,2
-46.45,-25.06,0.8495216959745764,2
44.31,-44.42,2.3724800282052496,2
-0.41,16.55,2.4135414252330016,2
22.07,-6.22,1.7447349704577968,2
24.6,6.94,1.493776803119892,2
-49.74,-17.69,0.295975842356194,2
-26.2,13.67,1.565593200294364,2
4.21,6.18,1.0233988988405542,2
-34.63,12.55,0.38673352129322747,2
33.47,3.54,1.0551199362109003,2
-13.57,-29.52,0.10714857867571892,2
-39.8,27.31,0.27792552565238826,2
-20.39,-6.54,2.629563831087485,2
-25.06,-30.71,3.5515105499581674,2
34.69,2.42,1.7107015809035349,2
38.64,-38.47,2.070292239416166,2
36.14,-43.06,1.8432080027744047,2
36.5,-25.78,2.1691847179996513,2
-6.94,12.57,1.351685401762743,2
11.82,48.15,1.4314377777497795,2
-18.67,10.05,2.7220735680635855,2
-8.31,10.79,1.0142670531118947,2
-3.31,20.12,3.4169863942427003,2
-18.93,38.78,3.046129182627498,2
-38.1,41.46,2.710158432221483,2
-9.95,-25.12,2.3216430499681593,2
-42.3,-6.0,3.321243062647321,2
-47.26,-40.12,3.836539009246737,2
13.56,24.12,0.5650524103416017,2
-22.59,-11.06,2.005693148642421,2
-0.8,-11.18,0.32614706835279894,2
-5.02,29.49,2.5047631397662147,2
-10.25,19.99,2.625170992619201,2
-45.28,-21.47,0.46068183299610976,2
-17.22,-30.83,1.307594493529318,2
43.2,-27.46,2.382806462985702,2
-29.65,-20.46,3.3369093583868796,2
-14.82,20.21,1.1585633818476313,2
39.7,24.15,3.0172844060151105,2
